buy_usdc,snusd_received,avg_price,borrowable_usdc,net_profit_usdc
13950.0000000000,6082.2388764772,2.2935633216,5919.6497079501,-8161.1278240499
14000.0000000000,6087.9267758494,2.2996334410,5925.1855595569,-8205.5919724431
14050.0000000000,6093.5847266809,2.3057035604,5930.6922632013,-8250.0852687987
14100.0000000000,6099.2129648830,2.3117736798,5936.1700484883,-8294.6074835117
14150.0000000000,6104.8117238958,2.3178437993,5941.6191426176,-8339.1583893824
14200.0000000000,6110.3812347204,2.3239139187,5947.0397704153,-8383.7377615847
14250.0000000000,6115.9217259505,2.3299840381,5952.4321543644,-8428.3453776356
14300.0000000000,6121.4334238041,2.3360541576,5957.7965146357,-8472.9810173643
14350.0000000000,6126.9165521539,2.3421242770,5963.1330691173,-8517.6444628827
14400.0000000000,6132.3713325577,2.3481943964,5968.4420334444,-8562.3354985556
14450.0000000000,6137.7979842884,2.3542645159,5973.7236210284,-8607.0539109716
14500.0000000000,6143.1967243631,2.3603346353,5978.9780430851,-8651.7994889149
14550.0000000000,6148.5677675724,2.3664047547,5984.2055086633,-8696.5720233367
14600.0000000000,6153.9113265085,2.3724748742,5989.4062246723,-8741.3713073277
14650.0000000000,6159.2276115936,2.3785449936,5994.5803959093,-8786.1971360907
14700.0000000000,6164.5168311071,2.3846151130,5999.7282250862,-8831.0493069138
14750.0000000000,6169.7791912135,2.3906852325,6004.8499128559,-8875.9276191441
